"","Type","Model","Status","Lost by","Date","Nearest location","Oryx URL","Source","Geolocation","Tags","Country","GeneralType","lat","lng"
"461","Infantry mobility vehicles","BMC Kirpi","Destroyed","Ukraine",2024-10-05,"Kursk oblast","https://i.postimg.cc/FsWvWWD8/2007-BMC-Kirpi-destr-05-10-24.jpg","https://t.me/lost_warinua/91927",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"462","Infantry mobility vehicles","BMC Kirpi","Destroyed","Ukraine",2024-09-14,"Borki","https://i.postimg.cc/13jjCvtp/2006-BMC-Kirpi-destr-14-09-24.jpg","https://t.me/lost_warinua/89485","51.08843,35.40759",NA,"Ukraine","Infantry mobility vehicles",51.08843,35.40759
"463","Infantry mobility vehicles","Bushmaster","Destroyed","Ukraine",2024-10-26,"Cherkasskaya Konopelka","https://i.postimg.cc/76HfKGG8/2001-Bushmaster-destr-26-10-24.jpg","https://t.me/russian_airborne/7779?single",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"464","Infantry mobility vehicles","Bushmaster","Destroyed","Ukraine",2024-10-06,"Kursk oblast","https://i.postimg.cc/FH5WsRjK/2006-Bushmaster-destr-06-10-24.jpg","https://t.me/lost_warinua/95328",NA,"Cope cage","Ukraine","Infantry mobility vehicles",NA,NA
"465","Infantry mobility vehicles","Bushmaster","Destroyed","Ukraine",2024-08-28,"Martynovka","https://i.postimg.cc/rp7m9qfz/2004-Bushmaster-destr-29-08-24.jpg","https://t.me/lost_warinua/87936","51.265194,35.366083","∆","Ukraine","Infantry mobility vehicles",51.265194,35.366083
"466","Infantry mobility vehicles","Bushmaster","Destroyed","Ukraine",2024-08-20,"Bogdanovka","https://i.postimg.cc/fW0SrpPf/2010-Bushmaster-destr-20-08-24.jpg","https://t.me/lost_warinua/87139","51.242028,35.249361",NA,"Ukraine","Infantry mobility vehicles",51.242028,35.249361
"467","Infantry mobility vehicles","Bushmaster","Destroyed","Ukraine",2024-08-09,"Cherkasskoe Porechnoe","https://i.postimg.cc/65RKvgXt/2009-Unknown-IMV-destr-09-08-24.jpg","https://t.me/lost_warinua/86069","51.294917,35.329028","∆,Loitering,Cope cage","Ukraine","Infantry mobility vehicles",51.294917,35.329028
"468","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-09-11,"Olgovka","https://i.postimg.cc/PqFySRVT/2002-Cougar-H-destr-11-09-24.jpg","https://t.me/lost_warinua/89220","51.413333,35.000667",NA,"Ukraine","Infantry mobility vehicles",51.413333,35.000667
"469","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-08-24,"Kursk oblast","https://i.postimg.cc/9Fcfb8YP/2007-Cougar-H-destr-24-08-24.jpg","https://t.me/lost_warinua/87916",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"470","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-08-21,"Kursk oblast","https://i.postimg.cc/B6DvYRzp/2005-Cougar-H-destr-21-08-24.jpg","https://t.me/lost_warinua/87915",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"471","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-08-13,"Safonovka","https://i.postimg.cc/Px9GLzVC/2035-Cougar-H-destr-13-08-24.jpg","https://t.me/tactical_13/5768","51.484377,35.141847","∆","Ukraine","Infantry mobility vehicles",51.484377,35.141847
"472","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-08-08,"Kositsa","https://i.postimg.cc/kGSHFLzX/2014-Cougar-H-destr-08-08-24.jpg","https://t.me/lost_warinua/85789","51.3261,35.2882",NA,"Ukraine","Infantry mobility vehicles",51.3261,35.2882
"473","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-08-06,"Tolstyi Lug","https://i.postimg.cc/43NBRcW0/2006-Cougar-H-destr-22-08-24.jpg","https://t.me/lost_warinua/87409","51.294443,35.093768","Turretless,Shattered,∆","Ukraine","Infantry mobility vehicles",51.294443,35.093768
"474","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-08-06,"Tolstyi Lug","https://i.postimg.cc/pXWHrrF1/2013-cougar-h-destr-06-08-24.jpg","https://t.me/lost_warinua/85641","51.295116,35.094234","Turretless,Shattered,∆","Ukraine","Infantry mobility vehicles",51.295116,35.094234
"475","Infantry mobility vehicles","Cougar H","Destroyed","Ukraine",2024-08-06,"Tolstyi Lug","https://i.postimg.cc/13410dMG/2014-Cougar-H-dam-aband-06-08-24.jpg","https://t.me/lost_warinua/85641","51.295374,35.094315",NA,"Ukraine","Infantry mobility vehicles",51.295374,35.094315
"476","Infantry mobility vehicles","HMMWV *","Destroyed","Ukraine",2024-10-03,"Korenevo raion","https://i.postimg.cc/gcfJv2G9/2024-unkn-HMMWV-destr-03-10-24.jpg","https://t.me/lost_warinua/91711",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"477","Infantry mobility vehicles","HMMWV *","Destroyed","Ukraine",2024-09-23,"Kursk oblast","https://i.postimg.cc/Xq19Ckgt/2025-unkn-HMMWV-destr-23-09-24.jpg","https://t.me/lost_warinua/90690",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"478","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-10-23,"Kursk oblast","https://i.postimg.cc/TYqfnwp3/2004-M1224-Maxx-Pro-destr-23-10-24.jpg","https://t.me/lost_warinua/94173",NA,"Flipped","Ukraine","Infantry mobility vehicles",NA,NA
"479","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-10-10,"Kursk oblast","https://i.postimg.cc/RZQhz1WC/2002-M1224-Maxx-Pro-destr-10-10-24.jpg","https://t.me/warriorofnorth/3289?single",NA,"Cope cage,Flipped","Ukraine","Infantry mobility vehicles",NA,NA
"480","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-10-09,"Veseloe","https://i.postimg.cc/fLkRX6Bk/2033-International-M1224-Maxx-Pro-destr-09-10-24.jpg","https://t.me/frontline_pvt/3245",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"481","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-10-08,"Kursk oblast","https://i.postimg.cc/RF8VTXDd/2029-M1224-Maxx-Pro-destr-08-10-24.jpg","https://t.me/lost_warinua/92295",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"482","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-09-30,"Kremyanoe","https://i.postimg.cc/ydXt2f0d/2027-M1224-Maxx-Pro-destr-30-09-24.jpg","https://t.me/lost_warinua/91444",NA,"Flipped","Ukraine","Infantry mobility vehicles",NA,NA
"483","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-09-18,"Olgovka","https://i.postimg.cc/j29qnJsB/2018-Unknown-IMV-destr-20-09-24.jpg","https://t.me/lost_warinua/90249","51.401395,35.015608","∆","Ukraine","Infantry mobility vehicles",51.401395,35.015608
"484","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-09-13,"Apanasovka","https://i.postimg.cc/HsjKHb5S/2015-M1224-Maxx-Pro-destr-13-09-24.jpg","https://t.me/lost_warinua/89414","51.300869,34.847465",NA,"Ukraine","Infantry mobility vehicles",51.300869,34.847465
"485","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-09-12,"Krasnooktyabrskoe","https://i.postimg.cc/44WMrWK7/2011-M1224-Maxx-Pro-destr-12-09-24.jpg","https://t.me/Ugolok_Sitha/22054",NA,"+,◇","Ukraine","Infantry mobility vehicles",NA,NA
"486","Infantry mobility vehicles","International M1224 MaxxPro","Destroyed","Ukraine",2024-08-12,"Pokrovka","https://i.postimg.cc/cCFnMCYt/2024-M1224-Maxx-Pro-destr-12-08-24.jpg","https://t.me/lost_warinua/86187","50.813299,35.411244",NA,"Ukraine","Infantry mobility vehicles",50.813299,35.411244
"487","Infantry mobility vehicles","Kozak-2'","Destroyed","Ukraine",2024-08-14,"Mikhailovka","https://i.postimg.cc/X7NTKSyt/2005-Kozak-2-destr-14-08-24.jpg","https://t.me/lost_warinua/86615","51.22269,35.36033","∆","Ukraine","Infantry mobility vehicles",51.22269,35.36033
"488","Infantry mobility vehicles","Kozak-2M1'","Destroyed","Ukraine",2024-09-18,"Obukhovka","https://i.postimg.cc/Qty6CG90/2003-Unknown-IMV-destr-18-09-24.jpg","https://t.me/lost_warinua/89955","51.268230,34.546450","∇,Turretless","Ukraine","Infantry mobility vehicles",51.26823,34.54645
"489","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-11-04,"Darino",NA,"https://t.me/lost_warinua/95529","51.26164,35.03835","Cope cage","Ukraine","Infantry mobility vehicles",51.26164,35.03835
"490","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-28,"Kolmakov","https://i.postimg.cc/dQ89VtRf/2007-Kozak-7-destr-28-10-24.jpg","https://t.me/lost_warinua/94972","51.173389,35.353306",NA,"Ukraine","Infantry mobility vehicles",51.173389,35.353306
"491","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-23,"Kursk oblast","https://i.postimg.cc/sXp0bBFB/2003-Kozak-7-destr-23-10-24.jpg","https://t.me/lost_warinua/94177",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"492","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-21,"Veseloe","https://i.postimg.cc/kXqv63fg/2017-Kozak-7-destr-21-10-24.jpg","https://t.me/sudoplatov_official/3166,",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"493","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-16,"Kursk oblast","https://i.postimg.cc/3xVHR0mz/2082-Kozak-7-destr-16-10-24.jpg","https://t.me/lost_warinua/93363",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"494","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-14,"Tolstyi Lug","https://i.postimg.cc/J0c36P48/2001-Kozak-7-destr-14-10-24.jpg","https://x.com/OSINTua/status/1852017193166262665","51.29934,35.08988","∆","Ukraine","Infantry mobility vehicles",51.29934,35.08988
"495","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-11,"Kursk oblast","https://i.postimg.cc/bwshp9DQ/2049-Kozak-7-destr-11-10-24.jpg","https://t.me/rusich_army/17651",NA,"Turretless,Flipped","Ukraine","Infantry mobility vehicles",NA,NA
"496","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-09,"Veseloe","https://i.postimg.cc/50wJD9HT/2034-Kozak-7-destr-09-10-24.jpg","https://t.me/frontline_pvt/3245","51.287222,34.600889","Cope cage,Improvised,∆","Ukraine","Infantry mobility vehicles",51.287222,34.600889
"497","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-04,"Korenevo","https://i.postimg.cc/pVJ6ZnY4/2017-Kozak-7-destr-25-10-24.jpg","https://t.me/milinfolive/133544",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"498","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-10-04,"Veseloe","https://i.postimg.cc/3rF7BRQD/2037-Kozak-7-destr-04-10-24.jpg",NA,"51.262583,34.578139","Improvised","Ukraine","Infantry mobility vehicles",51.262583,34.578139
"499","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-30,"Olgovka","https://i.postimg.cc/4xs9nxZ0/2023-Kozak-7-destr-30-09-24.jpg","https://rutube.ru/video/7c25b14e546050e0c03bec95f77f1a11/",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"500","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-18,"Kursk oblast","https://i.postimg.cc/d0ZwmjJq/2014-Kozak-7-destr-18-09-24.jpg","https://t.me/lost_warinua/92448",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"501","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-18,"Obukhovka","https://i.postimg.cc/q7K67Dzm/2001-Kozak-2-M1-destr-18-09-24.jpg","https://t.me/lost_warinua/90872","51.268284,34.546628",NA,"Ukraine","Infantry mobility vehicles",51.268284,34.546628
"502","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-18,"Olgovka","https://i.postimg.cc/7PQZWjgX/2019-Unknown-IMV-destr-20-09-24.jpg","https://t.me/lost_warinua/90249","51.401278,35.015417","∆","Ukraine","Infantry mobility vehicles",51.401278,35.015417
"503","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-18,"Spalnoe","https://i.postimg.cc/Vv0KbGX1/2000-Kozak-7-destr-18-09-24.jpg","https://t.me/lost_warinua/89983","51.085306,35.452056","Flipped,∆,Jammer","Ukraine","Infantry mobility vehicles",51.085306,35.452056
"504","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-18,"Obukhovka","https://i.postimg.cc/WtRXmG7Z/2004-M1224-Maxx-Pro-destr-18-09-24.jpg","https://t.me/lost_warinua/89952","51.27098,34.54897",NA,"Ukraine","Infantry mobility vehicles",51.27098,34.54897
"505","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-17,"Volfino","https://i.postimg.cc/6p4mPFPB/2043-Kozak-2-M1-destr-17-09-24.jpg","https://t.me/lost_warinua/89872","51.258583,34.498722","Flipped,∆","Ukraine","Infantry mobility vehicles",51.258583,34.498722
"506","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-07,"Borki","https://i.postimg.cc/yxk9bSSR/2007-Kozak-7-destr-07-09-24.jpg","https://t.me/lost_warinua/88827",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"507","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-09-04,"Olgovka","https://i.postimg.cc/1tYhrChC/2007-Kozak-7-destr-04-09-24.jpg","https://t.me/lost_warinua/88477","51.377194,35.015583","∆","Ukraine","Infantry mobility vehicles",51.377194,35.015583
"508","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-08-27,"Russkoe Porechnoe","https://i.postimg.cc/nVXgmNjJ/2009-Kozak-7-destr-27-08-24.jpg","https://t.me/lost_warinua/87792","51.313889,35.330694",NA,"Ukraine","Infantry mobility vehicles",51.313889,35.330694
"509","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-08-26,"Korenevo","https://i.postimg.cc/qgf86Ntz/2011-Kozak-7-destr-26-08-24.jpg","https://t.me/lost_warinua/87750","51.389444,34.969417",NA,"Ukraine","Infantry mobility vehicles",51.389444,34.969417
"510","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-08-22,"Russkaya Konopelka","https://i.postimg.cc/qqhPJ4YK/2016-Kozak-7-destr-22-08-24.jpg","https://t.me/lost_warinua/87364","51.178278,35.381306","∇","Ukraine","Infantry mobility vehicles",51.178278,35.381306
"511","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-08-21,"Russkaya Konopelka","https://i.postimg.cc/05zjMm1Y/2009-Kozak-7-destr-21-08-24.jpg","https://t.me/lost_warinua/87277","51.180944,35.397722","∆","Ukraine","Infantry mobility vehicles",51.180944,35.397722
"512","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-08-21,"Russkaya Konopelka","https://i.postimg.cc/CM91j1wW/2010-Kozak-7-destr-21-08-24.jpg","https://t.me/lost_warinua/87277","51.180722,35.397444","∆","Ukraine","Infantry mobility vehicles",51.180722,35.397444
"513","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-08-19,"Rubanshchina","https://i.postimg.cc/yYdXxvpJ/2000-Kozak-7-destr-19-08-24.jpg","https://t.me/lost_warinua/87043","51.189744,35.206366","∆","Ukraine","Infantry mobility vehicles",51.189744,35.206366
"514","Infantry mobility vehicles","Kozak-7'","Destroyed","Ukraine",2024-08-13,"Safonovka","https://i.postimg.cc/YSXB7w1f/2034-Kozak-7-destr-13-08-24.jpg","https://t.me/tactical_13/5768","51.484311,35.141782","∆","Ukraine","Infantry mobility vehicles",51.484311,35.141782
"515","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-10-31,"Kursk oblast","https://i.postimg.cc/htvLnRYG/2007-M1151-HMMWV-destr-30-09-24.jpg","https://t.me/lost_warinua/95295",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"516","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-10-23,"Semenovka",NA,"https://t.me/stanislav_reporter/122",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"517","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-09-23,"Kursk oblast","https://i.postimg.cc/FRZy94kr/2030-M1151-HMMWV-destr-23-09-24.jpg","https://t.me/lost_warinua/90664",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"518","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-09-23,"Kursk oblast","https://i.postimg.cc/R0w1DfMn/2031-M1151-HMMWV-destr-23-09-24.jpg","https://t.me/lost_warinua/90664",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"519","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-09-07,"Kursk oblast","https://i.postimg.cc/yNyFgKHD/2002-M1151-HMMWV-destr-07-09-24.jpg","https://t.me/lost_warinua/88947",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"520","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-08-31,"Komarovka","https://i.postimg.cc/PrCvBzDJ/2016-M1151-HMMWV-destr-31-08-24.jpg","https://t.me/lost_warinua/88166","51.3225,34.799417",NA,"Ukraine","Infantry mobility vehicles",51.3225,34.799417
"521","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-08-24,"Kursk oblast","https://i.postimg.cc/Xq01Kb7X/2011-M1151-HMMWV-destr-24-08-24.jpg","https://t.me/lost_warinua/87543",NA,"Turretless,∆","Ukraine","Infantry mobility vehicles",NA,NA
"522","Infantry mobility vehicles","M1114/M1151 HMMWV","Destroyed","Ukraine",2024-08-14,"Safonovka",NA,"https://t.me/lost_warinua/86540","51.485802,35.143983","∆","Ukraine","Infantry mobility vehicles",51.485802,35.143983
"523","Infantry mobility vehicles","M1123 HMMWV","Destroyed","Ukraine",2024-09-15,"Kursk oblast","https://i.postimg.cc/wvg47MjB/2040-unkn-HMMWV-destr-17-09-24.jpg","https://t.me/lost_warinua/89865",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"524","Infantry mobility vehicles","M1152 HMMWV","Destroyed","Ukraine",2024-09-22,"Kursk oblast","https://i.postimg.cc/cLnfvYt5/2024-M1152-HMMWV-destr-23-09-24.jpg","https://t.me/relatives155/17859",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"525","Infantry mobility vehicles","M1152 HMMWV","Destroyed","Ukraine",2024-09-05,"Kursk oblast","https://i.postimg.cc/3JT9bj8n/2013-M1152-HMMWV-destr-05-09-24.jpg","https://t.me/lost_warinua/88638",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"526","Infantry mobility vehicles","M1152 HMMWV","Destroyed","Ukraine",2024-08-20,"Kursk oblast","https://i.postimg.cc/1zxpWPm6/2012-M1152-HMMWV-destr-20-08-24.jpg","https://t.me/lost_warinua/87154",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"527","Infantry mobility vehicles","Novator","Destroyed","Ukraine",2024-08-29,"Kursk oblast","https://i.postimg.cc/yN36xw7K/2010-Novator-destr-29-08-24.jpg","https://t.me/lost_warinua/87909",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"528","Infantry mobility vehicles","Panthera T6","Destroyed","Ukraine",2024-09-23,"Kremyanoe","https://i.postimg.cc/FHjP81g8/2034-Panthera-T6-destr-23-09-24.jpg","https://t.me/lost_warinua/90645","51.368194,35.015972",NA,"Ukraine","Infantry mobility vehicles",51.368194,35.015972
"529","Infantry mobility vehicles","Roshel Senator APC","Destroyed","Ukraine",2024-11-02,"Kursk oblast","https://i.postimg.cc/pXqf3Lq7/2004-Roshel-Senator-APC-destr-02-11-24.jpg","https://t.me/lost_warinua/95363",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"530","Infantry mobility vehicles","Roshel Senator APC","Destroyed","Ukraine",2024-10-03,"Lyubimovka","https://i.postimg.cc/L5bSxnMd/2019-Roshel-Senator-APC-destr-03-10-24.jpg","https://t.me/lost_warinua/91736","51.312410,35.043806",NA,"Ukraine","Infantry mobility vehicles",51.31241,35.043806
"531","Infantry mobility vehicles","Roshel Senator APC","Destroyed","Ukraine",2024-10-03,"Kremyanoe","https://i.postimg.cc/Vv619XpB/2015-Roshel-Senator-APC-destr-03-10-24.jpg","https://t.me/lost_warinua/91709","51.371950,35.025240","∆","Ukraine","Infantry mobility vehicles",51.37195,35.02524
"532","Infantry mobility vehicles","Roshel Senator APC","Destroyed","Ukraine",2024-10-02,"Gogolevka","https://i.postimg.cc/rmqqmB9H/2012-Roshel-Senator-APC-destr-02-10-24.jpg","https://t.me/lost_warinua/91613","51.179194,35.146778",NA,"Ukraine","Infantry mobility vehicles",51.179194,35.146778
"533","Infantry mobility vehicles","Roshel Senator APC","Destroyed","Ukraine",2024-09-29,"Veseloe","https://i.postimg.cc/W4BHbP51/2024-Unknown-IFV-destr-29-09-24.jpg","https://t.me/vdvpskov/5755",NA,"Cope cage","Ukraine","Infantry mobility vehicles",NA,NA
"534","Infantry mobility vehicles","Roshel Senator APC","Destroyed","Ukraine",2024-09-04,"Korenevo raion","https://i.postimg.cc/0jJ74DpP/2008-Roshel-Senator-APC-destr-04-09-24.jpg","https://t.me/lost_warinua/88473",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"535","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-10-18,"Kursk oblast","https://i.postimg.cc/KY3GQCdW/2104-Roshel-Senator-MRAP-destr-19-10-24.jpg","https://t.me/lost_warinua/93608",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"536","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-10-06,"Lyubimovka","https://i.postimg.cc/W1kGWKs1/2010-Roshel-Senator-MRAP-destr-06-10-24.jpg","https://t.me/lost_warinua/92061","51.311718,35.036423","∆,Shattered,Turretless,Loitering","Ukraine","Infantry mobility vehicles",51.311718,35.036423
"537","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-10-04,"Snagost","https://i.postimg.cc/WbKm7jLy/2006-Roshel-Senator-MRAP-destr-04-10-24.jpg","https://t.me/lost_warinua/91965",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"538","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-09-30,"Korenevo","https://i.postimg.cc/jdvSjHHM/2039-Roshel-Senator-MRAP-destr-30-09-24.jpg","https://t.me/vesti_kursk/36993",NA,"Flipped,∆","Ukraine","Infantry mobility vehicles",NA,NA
"539","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-09-15,"Vnezapnoe","https://i.postimg.cc/pLWmGB7X/2030-Roshel-Senator-MRAP-destr-15-09-24.jpg","https://t.me/WS_videos/2673","51.25978,34.85217",NA,"Ukraine","Infantry mobility vehicles",51.25978,34.85217
"540","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-09-15,"Vnezapnoe","https://i.postimg.cc/15cgrdvj/2031-Roshel-Senator-MRAP-destr-15-09-24.jpg","https://t.me/WS_videos/2673","51.26051,34.85322","∆,Turretless","Ukraine","Infantry mobility vehicles",51.26051,34.85322
"541","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-09-15,"Zhuravli","https://i.postimg.cc/02qMmv0S/2014-Roshel-Senator-MRAP-destr-15-09-24.jpg","https://t.me/lost_warinua/89611","51.41994,35.11488",NA,"Ukraine","Infantry mobility vehicles",51.41994,35.11488
"542","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-09-05,"Sheptukhovka","https://i.postimg.cc/ydxmFwxJ/2015-Roshel-Senator-MRAP-destr-05-09-24.jpg","https://t.me/lost_warinua/88632",NA,NA,"Ukraine","Infantry mobility vehicles",NA,NA
"543","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-08-20,"Korenevo raion","https://i.postimg.cc/VkwK4pnm/2001-Roshel-Senator-MRAP-destr-20-08-24.jpg","https://t.me/lost_warinua/87227",NA,"∆","Ukraine","Infantry mobility vehicles",NA,NA
"544","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-08-14,"Safonovka","https://i.postimg.cc/YSpfS4wz/2038-Roshel-Senator-MRAP-destr-14-08-24.jpg","https://t.me/lost_warinua/86544","51.487863,35.147227","∆","Ukraine","Infantry mobility vehicles",51.487863,35.147227
"545","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-08-14,"Safonovka","https://i.postimg.cc/9fJPwWm5/2039-Roshel-Senator-MRAP-destr-14-08-24.jpg","https://t.me/lost_warinua/86544","51.487896,35.147707","∆","Ukraine","Infantry mobility vehicles",51.487896,35.147707
"546","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-08-13,"Zhuravli","https://i.postimg.cc/QN11nNg7/2001-Roshel-Senator-MRAP-destr-13-08-24.jpg","https://t.me/lost_warinua/86413","51.414147,35.099956","Loitering,∆","Ukraine","Infantry mobility vehicles",51.414147,35.099956
"547","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-08-11,"Kremyanoe","https://i.postimg.cc/MH2RKgwX/2007-Roshel-Senator-MRAP-dam-aband-11-08-24.jpg","https://t.me/lost_warinua/86091","51.385228,35.076035","∆","Ukraine","Infantry mobility vehicles",51.385228,35.076035
"548","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-08-08,"Tolstyi Lug","https://i.postimg.cc/DZNq5B4x/2037-roschel-senator-mrap-destr-08-08-24.jpg","https://t.me/lost_warinua/88835","51.294944,35.093750","Flipped","Ukraine","Infantry mobility vehicles",51.294944,35.09375
"549","Infantry mobility vehicles","Roshel Senator MRAP","Destroyed","Ukraine",2024-08-06,"Tolstyi Lug","https://i.postimg.cc/pXWHrrF1/2013-cougar-h-destr-06-08-24.jpg","https://t.me/lost_warinua/85641?comment=309371","51.295577,35.094321",NA,"Ukraine","Infantry mobility vehicles",51.295577,35.094321
"550","Infantry mobility vehicles","Unknown IMV","Destroyed","Ukraine",2024-08-14,"Bondarevka","https://i.postimg.cc/R0fSr5dX/2006-Unknown-IMV-destr-14-08-24.jpg","https://t.me/lost_warinua/86639","51.19481,35.34483","∆,Loitering","Ukraine","Infantry mobility vehicles",51.19481,35.34483
"551","Infantry mobility vehicles","Unknown IMV","Destroyed","Ukraine",2024-08-13,"Alekseevskii","https://i.postimg.cc/Hk9CSMnN/2032-Unknown-IMV-destr-13-08-24.jpg","https://t.me/warriorofnorth/2055","51.475944,35.233556",NA,"Ukraine","Infantry mobility vehicles",51.475944,35.233556
"552","Multiple rocket launchers","122mm 9P138 (for 9K55 'Grad-1')","Destroyed","Ukraine",2024-10-08,"Sumy oblast","https://i.postimg.cc/8kJ8qh52/2028-9-P138-for-9-K55-Grad-1-destr-08-10-24.jpg","https://t.me/lost_warinua/92328",NA,"Jammer","Ukraine","Multiple rocket launchers",NA,NA
